20250602 013500;5898.75;5899;5898.25;5898.75;126
20250602 013600;5898.5;5898.75;5897.75;5898.25;166
20250602 013700;5898.25;5898.25;5897.5;5897.75;142
20250602 013800;5897.75;5897.75;5896.5;5896.5;284
20250602 013900;5896.25;5898.5;5895.75;5898;307
20250602 014000;5897.75;5899.5;5897.5;5897.75;284
20250602 014100;5897.75;5898.25;5897;5897;159
20250602 014200;5897;5898.25;5897;5898.25;84
20250602 014300;5898.25;5898.25;5896.75;5897;125
20250602 014400;5896.75;5896.75;5894.25;5894.75;658
20250602 014500;5895;5895.25;5894.5;5895.25;129
20250602 014600;5895;5897;5894.5;5897;241
20250602 014700;5896.5;5897;5896;5896.75;133
20250602 014800;5896.75;5897;5896.25;5897;61
20250602 014900;5897.25;5897.75;5896.5;5896.75;124
20250602 015000;5896.75;5897.25;5896.75;5897.25;40
20250602 015100;5897.5;5898;5895.75;5896;237
20250602 015200;5895.75;5896.75;5895.75;5896;68
20250602 015300;5895.75;5897;5895.75;5896.5;119
20250602 015400;5896.5;5897;5896.25;5896.75;57
20250602 015500;5896.75;5897;5896.5;5896.75;70
20250602 015600;5896.5;5896.75;5896;5896.25;88
20250602 015700;5896.25;5896.75;5895.5;5896.75;114
20250602 015800;5896.5;5896.5;5895.75;5896;70
20250602 015900;5896.25;5897.5;5896.25;5896.75;121
20250602 020000;5896.5;5897;5896.25;5897;70
20250602 020100;5897;5897.75;5896.5;5896.5;224
20250602 020200;5896.5;5898;5896.5;5897.5;201
20250602 020300;5897.75;5898;5897.25;5897.5;108
20250602 020400;5897.75;5897.75;5897.25;5897.25;62
20250602 020500;5897.25;5897.5;5895.25;5895.5;238
20250602 020600;5895.75;5896.75;5893.75;5894.75;471
20250602 020700;5894.75;5896.25;5894.5;5895.25;284
20250602 020800;5895.25;5896;5894.5;5894.5;142
20250602 020900;5894.75;5895.25;5893;5893.25;363
20250602 021000;5893.25;5894.25;5892;5893.5;618
20250602 021100;5893.75;5894.25;5893.25;5894;283
20250602 021200;5894.25;5894.5;5893.75;5894.25;138
20250602 021300;5894.5;5894.75;5894;5894;104
