DateTime,Open,High,Low,Close,Volume
2025-06-16 11:45:00,6067.75,6071.25,6067.0,6070.5,1140
2025-06-16 11:48:00,6070.5,6071.5,6069.0,6070.25,832
2025-06-16 11:51:00,6070.5,6072.5,6069.5,6072.0,932
2025-06-16 11:54:00,6072.0,6072.0,6069.25,6070.0,610
2025-06-16 11:57:00,6070.25,6071.5,6070.25,6070.75,395
2025-06-16 12:00:00,6071.0,6071.75,6069.0,6069.25,1024
2025-06-16 12:03:00,6069.5,6070.75,6069.0,6070.0,781
2025-06-16 12:06:00,6070.0,6070.75,6068.75,6069.5,793
2025-06-16 12:09:00,6069.5,6072.75,6069.25,6071.75,1178
2025-06-16 12:12:00,6072.25,6072.5,6070.5,6070.75,526
2025-06-16 12:15:00,6071.0,6071.25,6070.75,6071.0,267
2025-06-16 12:18:00,6071.25,6073.0,6071.0,6072.25,434
2025-06-16 12:21:00,6072.5,6077.0,6072.0,6076.0,1346
2025-06-16 12:24:00,6076.25,6077.25,6075.75,6076.0,962
2025-06-16 12:27:00,6076.0,6076.25,6073.75,6075.0,821
2025-06-16 12:30:00,6075.25,6076.75,6073.25,6073.25,950
2025-06-16 12:33:00,6073.5,6073.75,6071.0,6071.5,1020
2025-06-16 12:36:00,6071.75,6073.25,6070.0,6070.75,1001
2025-06-16 12:39:00,6071.0,6072.75,6071.0,6072.25,565
2025-06-16 12:42:00,6072.25,6073.75,6070.5,6071.25,757
2025-06-16 12:45:00,6071.5,6072.75,6071.0,6072.5,418
2025-06-16 12:48:00,6072.5,6072.5,6070.5,6071.5,427
2025-06-16 12:51:00,6071.25,6071.5,6070.25,6071.0,240
2025-06-16 12:54:00,6071.0,6072.0,6070.5,6071.75,445
2025-06-16 12:57:00,6072.0,6072.75,6070.5,6070.5,440
